Date & Time, Temprature *C, Humidity %
[2021-12-23 03:07:01.233] ,24.4,47
[2021-12-23 03:07:03.253] ,24.4,47
[2021-12-23 03:07:05.289] ,24.4,47
[2021-12-23 03:07:07.308] ,24.4,47
[2021-12-23 03:07:09.344] ,24.4,47
[2021-12-23 03:07:11.372] ,24.4,47
[2021-12-23 03:07:13.402] ,24.4,47
[2021-12-23 03:07:15.426] ,24.4,47
[2021-12-23 03:07:17.450] ,24.4,47
[2021-12-23 03:07:19.485] ,24.4,47
[2021-12-23 03:07:21.511] ,24.4,47
[2021-12-23 03:07:23.533] ,24.4,47
[2021-12-23 03:07:25.572] ,24.4,47
[2021-12-23 03:07:27.597] ,24.4,47
[2021-12-23 03:07:29.615] ,24.4,47
[2021-12-23 03:07:31.643] ,24.4,47
[2021-12-23 03:07:33.682] ,24.4,47
[2021-12-23 03:07:35.708] ,24.4,47
[2021-12-23 03:07:37.735] ,24.4,47
[2021-12-23 03:07:39.759] ,24.4,47
[2021-12-23 03:07:41.779] ,24.4,47
[2021-12-23 03:07:43.821] ,24.4,47
[2021-12-23 03:07:45.843] ,24.4,47
[2021-12-23 03:07:47.862] ,24.4,47
[2021-12-23 03:07:49.902] ,24.4,47
[2021-12-23 03:07:51.920] ,24.4,47
[2021-12-23 03:07:53.960] ,24.4,47
[2021-12-23 03:07:55.983] ,24.4,47
[2021-12-23 03:07:58.002] ,24.4,47
[2021-12-23 03:08:00.042] ,24.4,47
[2021-12-23 03:08:02.065] ,24.4,47
[2021-12-23 03:08:04.098] ,24.4,47
[2021-12-23 03:08:06.122] ,24.4,47
[2021-12-23 03:08:08.157] ,24.4,47
[2021-12-23 03:08:10.181] ,24.4,47
[2021-12-23 03:08:12.206] ,24.4,47
[2021-12-23 03:08:14.239] ,24.4,47
[2021-12-23 03:08:16.262] ,24.4,47
[2021-12-23 03:08:18.291] ,24.4,47
[2021-12-23 03:08:20.321] ,24.4,47
[2021-12-23 03:08:22.347] ,24.4,47
[2021-12-23 03:08:24.372] ,24.4,47
[2021-12-23 03:08:26.390] ,24.4,47
[2021-12-23 03:08:28.425] ,24.4,47
[2021-12-23 03:08:30.453] ,24.4,47
[2021-12-23 03:08:32.485] ,24.4,47
[2021-12-23 03:08:34.516] ,24.4,47
[2021-12-23 03:08:36.540] ,24.4,47
[2021-12-23 03:08:38.564] ,24.4,47
[2021-12-23 03:08:40.592] ,24.4,47
[2021-12-23 03:08:42.628] ,24.4,47
[2021-12-23 03:08:44.646] ,24.4,47
[2021-12-23 03:08:46.680] ,24.4,47
[2021-12-23 03:08:48.703] ,24.4,47
[2021-12-23 03:08:50.736] ,24.4,47
[2021-12-23 03:08:52.762] ,24.4,47
[2021-12-23 03:08:54.795] ,24.4,47
[2021-12-23 03:08:56.820] ,24.4,47
[2021-12-23 03:08:58.839] ,24.4,47
[2021-12-23 03:09:00.875] ,24.4,47
[2021-12-23 03:09:02.900] ,24.4,47
[2021-12-23 03:09:04.920] ,24.4,47
[2021-12-23 03:09:06.952] ,24.4,47
[2021-12-23 03:09:08.987] ,24.4,47
[2021-12-23 03:09:11.014] ,24.4,47
[2021-12-23 03:09:13.039] ,24.4,47
[2021-12-23 03:09:15.073] ,24.4,47
[2021-12-23 03:09:17.093] ,24.4,47
[2021-12-23 03:09:19.127] ,24.4,47
[2021-12-23 03:09:21.152] ,24.4,47
[2021-12-23 03:09:23.187] ,24.4,47
[2021-12-23 03:09:25.212] ,24.4,47
[2021-12-23 03:09:27.240] ,24.4,47
[2021-12-23 03:09:29.259] ,24.4,47
[2021-12-23 03:09:31.294] ,24.4,47
[2021-12-23 03:09:33.314] ,24.4,47
[2021-12-23 03:09:35.354] ,24.4,47
[2021-12-23 03:09:37.377] ,24.4,47
[2021-12-23 03:09:39.395] ,24.4,47
[2021-12-23 03:09:41.431] ,24.4,47
[2021-12-23 03:09:43.454] ,24.4,47
[2021-12-23 03:09:45.488] ,24.4,47
[2021-12-23 03:09:47.514] ,24.4,47
[2021-12-23 03:09:49.540] ,24.4,47
[2021-12-23 03:09:51.569] ,24.4,47
[2021-12-23 03:09:53.588] ,24.4,47
[2021-12-23 03:09:55.615] ,24.4,47
[2021-12-23 03:09:57.658] ,24.4,47
[2021-12-23 03:09:59.681] ,24.4,47
[2021-12-23 03:10:01.715] ,24.4,47
[2021-12-23 03:10:03.739] ,24.4,47
[2021-12-23 03:10:05.759] ,24.4,47
[2021-12-23 03:10:07.799] ,24.4,47
[2021-12-23 03:10:09.818] ,24.4,47
[2021-12-23 03:10:11.852] ,24.4,47
[2021-12-23 03:10:13.870] ,24.4,47
[2021-12-23 03:10:15.897] ,24.4,47
[2021-12-23 03:10:17.934] ,24.4,47
[2021-12-23 03:10:19.958] ,24.4,47
[2021-12-23 03:10:21.990] ,24.4,47
[2021-12-23 03:10:24.016] ,24.4,47
[2021-12-23 03:10:26.044] ,24.4,47
[2021-12-23 03:10:28.067] ,24.4,47
[2021-12-23 03:10:30.097] ,24.4,47
[2021-12-23 03:10:32.120] ,24.4,47
[2021-12-23 03:10:34.154] ,24.4,47
[2021-12-23 03:10:36.174] ,24.4,47
[2021-12-23 03:10:38.215] ,24.4,47
[2021-12-23 03:10:40.245] ,24.4,47
[2021-12-23 03:10:42.265] ,24.4,47
[2021-12-23 03:10:44.300] ,24.4,47
[2021-12-23 03:10:46.319] ,24.4,47
[2021-12-23 03:10:48.354] ,24.4,47
[2021-12-23 03:10:50.378] ,24.4,47
[2021-12-23 03:10:52.409] ,24.4,47
[2021-12-23 03:10:54.435] ,24.4,47
[2021-12-23 03:10:56.458] ,24.4,47
[2021-12-23 03:10:58.491] ,24.4,47
[2021-12-23 03:11:00.518] ,24.4,47
[2021-12-23 03:11:02.538] ,24.4,47
[2021-12-23 03:11:04.578] ,24.4,47
[2021-12-23 03:11:06.595] ,24.4,47
[2021-12-23 03:11:08.620] ,24.4,47
[2021-12-23 03:11:10.655] ,24.4,47
[2021-12-23 03:11:12.678] ,24.4,47
[2021-12-23 03:11:14.703] ,24.4,47
[2021-12-23 03:11:16.746] ,24.4,47
[2021-12-23 03:11:18.766] ,24.4,47
[2021-12-23 03:11:20.790] ,24.4,47
[2021-12-23 03:11:22.821] ,24.4,47
[2021-12-23 03:11:24.856] ,24.4,47
[2021-12-23 03:11:26.877] ,24.4,47
[2021-12-23 03:11:28.901] ,24.4,47
[2021-12-23 03:11:30.937] ,24.4,47
[2021-12-23 03:11:32.966] ,24.4,47
[2021-12-23 03:11:34.989] ,24.4,47
[2021-12-23 03:11:37.024] ,24.4,47
[2021-12-23 03:11:39.038] ,24.4,47
[2021-12-23 03:11:41.070] ,24.4,47
[2021-12-23 03:11:43.091] ,24.4,47
[2021-12-23 03:11:45.131] ,24.4,47
[2021-12-23 03:11:47.151] ,24.4,47
[2021-12-23 03:11:49.174] ,24.4,47
[2021-12-23 03:11:51.213] ,24.4,47
[2021-12-23 03:11:53.237] ,24.4,47
[2021-12-23 03:11:55.272] ,24.4,47
[2021-12-23 03:11:57.298] ,24.4,47
[2021-12-23 03:11:59.318] ,24.4,47
[2021-12-23 03:12:01.357] ,24.4,47
[2021-12-23 03:12:03.375] ,24.4,47
[2021-12-23 03:12:05.402] ,24.5,47
[2021-12-23 03:12:07.443] ,24.4,47
[2021-12-23 03:12:09.469] ,24.4,47
[2021-12-23 03:12:11.496] ,24.4,47
[2021-12-23 03:12:13.516] ,24.4,47
[2021-12-23 03:12:15.552] ,24.4,47
[2021-12-23 03:12:17.573] ,24.4,47
[2021-12-23 03:12:19.597] ,24.4,47
[2021-12-23 03:12:21.631] ,24.4,47
[2021-12-23 03:12:23.656] ,24.4,47
[2021-12-23 03:12:25.685] ,24.4,47
[2021-12-23 03:12:27.708] ,24.4,47
[2021-12-23 03:12:29.746] ,24.4,47
[2021-12-23 03:12:31.769] ,24.4,47
[2021-12-23 03:12:33.793] ,24.4,47
[2021-12-23 03:12:35.831] ,24.4,47
[2021-12-23 03:12:37.849] ,24.4,47
[2021-12-23 03:12:39.888] ,24.4,47
[2021-12-23 03:12:41.908] ,24.4,47
[2021-12-23 03:12:43.932] ,24.4,47
[2021-12-23 03:12:45.968] ,24.4,47
[2021-12-23 03:12:47.995] ,24.4,47
[2021-12-23 03:12:50.014] ,24.4,47
[2021-12-23 03:12:52.045] ,24.4,47
[2021-12-23 03:12:54.070] ,24.4,47
[2021-12-23 03:12:56.110] ,24.4,47
[2021-12-23 03:12:58.130] ,24.4,47
[2021-12-23 03:13:00.155] ,24.4,47
[2021-12-23 03:13:02.191] ,24.4,47
[2021-12-23 03:13:04.218] ,24.4,47
[2021-12-23 03:13:06.236] ,24.4,47
[2021-12-23 03:13:08.261] ,24.4,47
[2021-12-23 03:13:10.298] ,24.4,47
[2021-12-23 03:13:12.334] ,24.4,47
[2021-12-23 03:13:14.362] ,24.4,47
[2021-12-23 03:13:16.382] ,24.4,47
[2021-12-23 03:13:18.412] ,24.4,47
[2021-12-23 03:13:20.439] ,24.4,47
[2021-12-23 03:13:22.459] ,24.4,47
[2021-12-23 03:13:24.492] ,24.4,47
[2021-12-23 03:13:26.513] ,24.4,47
[2021-12-23 03:13:28.553] ,24.4,47
[2021-12-23 03:13:30.574] ,24.4,47
[2021-12-23 03:13:32.598] ,24.4,47
[2021-12-23 03:13:34.633] ,24.4,47
[2021-12-23 03:13:36.653] ,24.4,47
[2021-12-23 03:13:38.693] ,24.4,47
[2021-12-23 03:13:40.712] ,24.4,47
[2021-12-23 03:13:42.750] ,24.4,47
[2021-12-23 03:13:44.771] ,24.4,47
[2021-12-23 03:13:46.804] ,24.4,47
[2021-12-23 03:13:48.827] ,24.4,47
[2021-12-23 03:13:50.853] ,24.4,47
[2021-12-23 03:13:52.890] ,24.4,47
[2021-12-23 03:13:54.907] ,24.4,47
[2021-12-23 03:13:56.932] ,24.4,47
[2021-12-23 03:13:58.966] ,24.4,47
[2021-12-23 03:14:00.999] ,24.4,47
[2021-12-23 03:14:03.025] ,24.4,47
[2021-12-23 03:14:05.056] ,24.4,47
[2021-12-23 03:14:07.078] ,24.4,47
[2021-12-23 03:14:09.112] ,24.4,47
[2021-12-23 03:14:11.130] ,24.4,47
[2021-12-23 03:14:13.157] ,24.4,47
[2021-12-23 03:14:15.191] ,24.4,47
[2021-12-23 03:14:17.217] ,24.4,47
[2021-12-23 03:14:19.250] ,24.4,47
[2021-12-23 03:14:21.278] ,24.4,47
[2021-12-23 03:14:23.295] ,24.4,47
[2021-12-23 03:14:25.329] ,24.4,47
[2021-12-23 03:14:27.360] ,24.4,47
[2021-12-23 03:14:29.383] ,24.4,47
[2021-12-23 03:14:31.417] ,24.4,47
[2021-12-23 03:14:33.436] ,24.4,47
[2021-12-23 03:14:35.461] ,24.4,47
[2021-12-23 03:14:37.496] ,24.4,47
[2021-12-23 03:14:39.520] ,24.4,47
[2021-12-23 03:14:41.554] ,24.4,47
[2021-12-23 03:14:43.586] ,24.4,47
[2021-12-23 03:14:45.611] ,24.4,47
[2021-12-23 03:14:47.637] ,24.4,47
[2021-12-23 03:14:49.657] ,24.4,47
[2021-12-23 03:14:51.682] ,24.4,47
[2021-12-23 03:14:53.718] ,24.4,47
[2021-12-23 03:14:55.738] ,24.4,47
[2021-12-23 03:14:57.778] ,24.4,47
[2021-12-23 03:14:59.804] ,24.4,47
[2021-12-23 03:15:01.828] ,24.4,47
[2021-12-23 03:15:03.855] ,24.4,47
[2021-12-23 03:15:05.881] ,24.4,47
[2021-12-23 03:15:07.921] ,24.4,47
[2021-12-23 03:15:09.942] ,24.4,47
[2021-12-23 03:15:11.966] ,24.4,47
[2021-12-23 03:15:13.989] ,24.4,47
[2021-12-23 03:15:16.023] ,24.4,47
[2021-12-23 03:15:18.059] ,24.4,47
[2021-12-23 03:15:20.086] ,24.4,47
[2021-12-23 03:15:22.107] ,24.4,47
[2021-12-23 03:15:24.142] ,24.4,47
[2021-12-23 03:15:26.166] ,24.4,47
[2021-12-23 03:15:28.186] ,24.4,47
[2021-12-23 03:15:30.212] ,24.4,47
[2021-12-23 03:15:32.253] ,24.4,47
[2021-12-23 03:15:34.273] ,24.4,47
[2021-12-23 03:15:36.298] ,24.4,47
[2021-12-23 03:15:38.333] ,24.4,47
[2021-12-23 03:15:40.354] ,24.4,47
[2021-12-23 03:15:42.381] ,24.4,47
[2021-12-23 03:15:44.415] ,24.4,47
[2021-12-23 03:15:46.439] ,24.4,47
[2021-12-23 03:15:48.470] ,24.4,47
[2021-12-23 03:15:50.498] ,24.4,47
[2021-12-23 03:15:52.532] ,24.4,47
[2021-12-23 03:15:54.561] ,24.4,47
[2021-12-23 03:15:56.588] ,24.4,47
[2021-12-23 03:15:58.602] ,24.4,47
[2021-12-23 03:16:00.643] ,24.4,47
[2021-12-23 03:16:02.662] ,24.4,47
[2021-12-23 03:16:04.688] ,24.4,47
[2021-12-23 03:16:06.726] ,24.4,47
[2021-12-23 03:16:08.744] ,24.4,47
[2021-12-23 03:16:10.774] ,24.4,47
[2021-12-23 03:16:12.804] ,24.4,47
[2021-12-23 03:16:14.837] ,24.4,47
[2021-12-23 03:16:16.855] ,24.4,47
[2021-12-23 03:16:18.880] ,24.4,47
[2021-12-23 03:16:20.909] ,24.4,47
[2021-12-23 03:16:22.943] ,24.4,47
[2021-12-23 03:16:24.964] ,24.4,47
[2021-12-23 03:16:27.003] ,24.4,47
[2021-12-23 03:16:29.034] ,24.4,47
[2021-12-23 03:16:31.055] ,24.4,47
[2021-12-23 03:16:33.080] ,24.4,47
[2021-12-23 03:16:35.114] ,24.4,47
[2021-12-23 03:16:37.142] ,24.4,47
[2021-12-23 03:16:39.169] ,24.4,47
[2021-12-23 03:16:41.197] ,24.4,47
[2021-12-23 03:16:43.223] ,24.4,47
[2021-12-23 03:16:45.247] ,24.4,47
[2021-12-23 03:16:47.281] ,24.4,47
[2021-12-23 03:16:49.302] ,24.4,47
[2021-12-23 03:16:51.337] ,24.4,47
[2021-12-23 03:16:53.353] ,24.4,47
[2021-12-23 03:16:55.382] ,24.4,47
[2021-12-23 03:16:57.415] ,24.4,47
[2021-12-23 03:16:59.445] ,24.4,47
[2021-12-23 03:17:01.472] ,24.4,47
[2021-12-23 03:17:03.492] ,24.4,47
[2021-12-23 03:17:05.526] ,24.4,47
[2021-12-23 03:17:07.561] ,24.4,47
[2021-12-23 03:17:09.586] ,24.4,47
[2021-12-23 03:17:11.605] ,24.4,47
[2021-12-23 03:17:13.639] ,24.4,47
[2021-12-23 03:17:15.674] ,24.4,47
[2021-12-23 03:17:17.689] ,24.4,47
[2021-12-23 03:17:19.729] ,24.4,47
[2021-12-23 03:17:21.756] ,24.4,47
[2021-12-23 03:17:23.781] ,24.4,47
[2021-12-23 03:17:25.801] ,24.4,47
[2021-12-23 03:17:27.837] ,24.4,47
[2021-12-23 03:17:29.865] ,24.4,47
[2021-12-23 03:17:31.889] ,24.4,47
[2021-12-23 03:17:33.916] ,24.4,47
[2021-12-23 03:17:35.941] ,24.4,47
[2021-12-23 03:17:37.968] ,24.4,47
[2021-12-23 03:17:40.006] ,24.4,47
[2021-12-23 03:17:42.028] ,24.4,47
[2021-12-23 03:17:44.055] ,24.4,47
[2021-12-23 03:17:46.089] ,24.4,47
[2021-12-23 03:17:48.110] ,24.4,47
[2021-12-23 03:17:50.144] ,24.4,47
[2021-12-23 03:17:52.173] ,24.4,47
[2021-12-23 03:17:54.202] ,24.4,47
[2021-12-23 03:17:56.220] ,24.4,47
[2021-12-23 03:17:58.247] ,24.4,47
[2021-12-23 03:18:00.288] ,24.4,47
[2021-12-23 03:18:02.312] ,24.4,47
[2021-12-23 03:18:04.333] ,24.4,47
[2021-12-23 03:18:06.369] ,24.4,47
[2021-12-23 03:18:08.384] ,24.4,47
[2021-12-23 03:18:10.425] ,24.4,47
[2021-12-23 03:18:12.452] ,24.4,47
[2021-12-23 03:18:14.470] ,24.4,47
[2021-12-23 03:18:16.504] ,24.4,47
[2021-12-23 03:18:18.523] ,24.4,47
[2021-12-23 03:18:20.564] ,24.4,47
[2021-12-23 03:18:22.589] ,24.4,47
[2021-12-23 03:18:24.610] ,24.4,47
[2021-12-23 03:18:26.645] ,24.4,47
[2021-12-23 03:18:28.669] ,24.4,47
[2021-12-23 03:18:30.695] ,24.4,48
[2021-12-23 03:18:32.729] ,24.4,47
[2021-12-23 03:18:34.748] ,24.4,48
[2021-12-23 03:18:36.784] ,24.4,47
[2021-12-23 03:18:38.808] ,24.4,48
[2021-12-23 03:18:40.843] ,24.4,48
[2021-12-23 03:18:42.861] ,24.4,48
[2021-12-23 03:18:44.895] ,24.4,48
[2021-12-23 03:18:46.916] ,24.4,48
[2021-12-23 03:18:48.940] ,24.4,48
[2021-12-23 03:18:50.981] ,24.4,48
[2021-12-23 03:18:52.998] ,24.4,48
[2021-12-23 03:18:55.030] ,24.4,48
[2021-12-23 03:18:57.058] ,24.4,48
[2021-12-23 03:18:59.078] ,24.4,48
[2021-12-23 03:19:01.116] ,24.4,48
[2021-12-23 03:19:03.140] ,24.4,48
[2021-12-23 03:19:05.174] ,24.4,48
[2021-12-23 03:19:07.202] ,24.4,48
[2021-12-23 03:19:09.223] ,24.4,48
[2021-12-23 03:19:11.258] ,24.4,48
[2021-12-23 03:19:13.277] ,24.4,48
[2021-12-23 03:19:15.313] ,24.4,48
[2021-12-23 03:19:17.339] ,24.4,48
[2021-12-23 03:19:19.365] ,24.4,48
[2021-12-23 03:19:21.390] ,24.4,48
[2021-12-23 03:19:23.415] ,24.4,48
[2021-12-23 03:19:25.445] ,24.4,48
[2021-12-23 03:19:27.479] ,24.4,48
[2021-12-23 03:19:29.504] ,24.4,48
[2021-12-23 03:19:31.523] ,24.4,48
[2021-12-23 03:19:33.557] ,24.4,48
[2021-12-23 03:19:35.584] ,24.4,47
[2021-12-23 03:19:37.608] ,24.4,47
[2021-12-23 03:19:39.633] ,24.4,47
[2021-12-23 03:19:41.669] ,24.4,47
[2021-12-23 03:19:43.688] ,24.4,47
[2021-12-23 03:19:45.725] ,24.4,47
[2021-12-23 03:19:47.744] ,24.4,47
[2021-12-23 03:19:49.778] ,24.4,47
[2021-12-23 03:19:51.807] ,24.4,47
[2021-12-23 03:19:53.833] ,24.4,47
[2021-12-23 03:19:55.857] ,24.4,47
[2021-12-23 03:19:57.886] ,24.4,47
[2021-12-23 03:19:59.917] ,24.4,47
[2021-12-23 03:20:01.950] ,24.4,47
[2021-12-23 03:20:03.970] ,24.4,47
[2021-12-23 03:20:05.993] ,24.4,47
[2021-12-23 03:20:08.026] ,24.4,47
[2021-12-23 03:20:10.056] ,24.4,47
[2021-12-23 03:20:12.076] ,24.4,47
[2021-12-23 03:20:14.117] ,24.4,47
[2021-12-23 03:20:16.137] ,24.4,47
[2021-12-23 03:20:18.172] ,24.4,47
[2021-12-23 03:20:20.199] ,24.4,47
[2021-12-23 03:20:22.224] ,24.4,47
[2021-12-23 03:20:24.243] ,24.4,47
[2021-12-23 03:20:26.276] ,24.4,47
[2021-12-23 03:20:28.299] ,24.4,47
[2021-12-23 03:20:30.332] ,24.4,47
[2021-12-23 03:20:32.357] ,24.4,47
[2021-12-23 03:20:34.399] ,24.4,47
[2021-12-23 03:20:36.418] ,24.4,47
[2021-12-23 03:20:38.453] ,24.4,47
[2021-12-23 03:20:40.472] ,24.4,47
[2021-12-23 03:20:42.497] ,24.4,47
[2021-12-23 03:20:44.534] ,24.4,47
[2021-12-23 03:20:46.552] ,24.4,47
[2021-12-23 03:20:48.584] ,24.4,47
[2021-12-23 03:20:50.619] ,24.4,47
[2021-12-23 03:20:52.645] ,24.4,47
[2021-12-23 03:20:54.664] ,24.4,47
[2021-12-23 03:20:56.694] ,24.4,47
[2021-12-23 03:20:58.728] ,24.4,47
[2021-12-23 03:21:00.748] ,24.4,47
[2021-12-23 03:21:02.782] ,24.4,47
[2021-12-23 03:21:04.799] ,24.4,47
[2021-12-23 03:21:06.841] ,24.4,47
[2021-12-23 03:21:08.859] ,24.4,47
[2021-12-23 03:21:10.892] ,24.4,47
[2021-12-23 03:21:12.923] ,24.4,47
[2021-12-23 03:21:14.942] ,24.4,47
[2021-12-23 03:21:16.983] ,24.4,47
[2021-12-23 03:21:19.010] ,24.4,47
[2021-12-23 03:21:21.030] ,24.4,47
[2021-12-23 03:21:23.066] ,24.4,47
[2021-12-23 03:21:25.092] ,24.4,47
[2021-12-23 03:21:27.110] ,24.4,47
[2021-12-23 03:21:29.145] ,24.4,47
[2021-12-23 03:21:31.169] ,24.4,47
[2021-12-23 03:21:33.194] ,24.4,47
[2021-12-23 03:21:35.223] ,24.4,47
[2021-12-23 03:21:37.246] ,24.4,47
[2021-12-23 03:21:39.285] ,24.4,47
[2021-12-23 03:21:41.308] ,24.4,47
[2021-12-23 03:21:43.329] ,24.4,47
[2021-12-23 03:21:45.364] ,24.4,47
[2021-12-23 03:21:47.390] ,24.4,47
[2021-12-23 03:21:49.425] ,24.4,47
[2021-12-23 03:21:51.451] ,24.4,47
[2021-12-23 03:21:53.471] ,24.4,47
[2021-12-23 03:21:55.500] ,24.4,47
[2021-12-23 03:21:57.525] ,24.4,47
[2021-12-23 03:21:59.561] ,24.4,47
[2021-12-23 03:22:01.585] ,24.4,47
[2021-12-23 03:22:03.618] ,24.4,47
[2021-12-23 03:22:05.641] ,24.4,47
[2021-12-23 03:22:07.674] ,24.4,47
[2021-12-23 03:22:09.702] ,24.4,47
[2021-12-23 03:22:11.725] ,24.4,47
[2021-12-23 03:22:13.758] ,24.4,47
[2021-12-23 03:22:15.789] ,24.4,47
[2021-12-23 03:22:17.813] ,24.4,47
[2021-12-23 03:22:19.837] ,24.4,47
[2021-12-23 03:22:21.864] ,24.4,47
[2021-12-23 03:22:23.897] ,24.4,47
[2021-12-23 03:22:25.915] ,24.4,48
[2021-12-23 03:22:27.949] ,24.4,48
[2021-12-23 03:22:29.975] ,24.4,48
[2021-12-23 03:22:32.010] ,24.4,48
[2021-12-23 03:22:34.031] ,24.4,48
[2021-12-23 03:22:36.056] ,24.4,48
[2021-12-23 03:22:38.091] ,24.4,48
[2021-12-23 03:22:40.117] ,24.4,48
[2021-12-23 03:22:42.142] ,24.4,48
[2021-12-23 03:22:44.163] ,24.4,48
[2021-12-23 03:22:46.192] ,24.4,48
[2021-12-23 03:22:48.231] ,24.4,48
[2021-12-23 03:22:50.254] ,24.4,48
[2021-12-23 03:22:52.281] ,24.4,48
[2021-12-23 03:22:54.307] ,24.4,48
[2021-12-23 03:22:56.338] ,24.4,48
[2021-12-23 03:22:58.358] ,24.4,48
[2021-12-23 03:23:00.384] ,24.4,48
[2021-12-23 03:23:02.421] ,24.4,48
[2021-12-23 03:23:04.455] ,24.4,48
[2021-12-23 03:23:06.472] ,24.4,48
[2021-12-23 03:23:08.498] ,24.4,48
[2021-12-23 03:23:10.532] ,24.4,48
[2021-12-23 03:23:12.565] ,24.4,48
[2021-12-23 03:23:14.590] ,24.4,48
[2021-12-23 03:23:16.613] ,24.4,48
[2021-12-23 03:23:18.647] ,24.4,48
[2021-12-23 03:23:20.665] ,24.4,48
[2021-12-23 03:23:22.691] ,24.4,48
[2021-12-23 03:23:24.727] ,24.4,48
[2021-12-23 03:23:26.752] ,24.4,48
[2021-12-23 03:23:28.778] ,24.4,48
[2021-12-23 03:23:30.812] ,24.4,48
[2021-12-23 03:23:32.841] ,24.4,48
[2021-12-23 03:23:34.861] ,24.4,48
[2021-12-23 03:23:36.884] ,24.4,48
[2021-12-23 03:23:38.918] ,24.4,47
[2021-12-23 03:23:40.940] ,24.4,47
[2021-12-23 03:23:42.978] ,24.4,48
[2021-12-23 03:23:44.997] ,24.4,47
[2021-12-23 03:23:47.023] ,24.4,48
[2021-12-23 03:23:49.056] ,24.4,47
[2021-12-23 03:23:51.088] ,24.4,47
[2021-12-23 03:23:53.114] ,24.4,48
[2021-12-23 03:23:55.140] ,24.4,47
[2021-12-23 03:23:57.170] ,24.4,47
[2021-12-23 03:23:59.189] ,24.4,47
[2021-12-23 03:24:01.222] ,24.4,47
[2021-12-23 03:24:03.257] ,24.4,47
[2021-12-23 03:24:05.279] ,24.4,47
[2021-12-23 03:24:07.305] ,24.4,47
[2021-12-23 03:24:09.335] ,24.4,48
[2021-12-23 03:24:11.359] ,24.4,47
[2021-12-23 03:24:13.382] ,24.4,47
[2021-12-23 03:24:15.409] ,24.4,47
[2021-12-23 03:24:17.446] ,24.4,47
[2021-12-23 03:24:19.481] ,24.4,47
[2021-12-23 03:24:21.505] ,24.4,47
[2021-12-23 03:24:23.527] ,24.4,47
[2021-12-23 03:24:25.555] ,24.4,47
[2021-12-23 03:24:27.580] ,24.4,47
[2021-12-23 03:24:29.617] ,24.4,47
[2021-12-23 03:24:31.636] ,24.4,47
[2021-12-23 03:24:33.672] ,24.4,47
[2021-12-23 03:24:35.697] ,24.4,47
[2021-12-23 03:24:37.720] ,24.4,47
[2021-12-23 03:24:39.759] ,24.4,47
[2021-12-23 03:24:41.777] ,24.4,47
[2021-12-23 03:24:43.803] ,24.4,47
[2021-12-23 03:24:45.827] ,24.4,47
[2021-12-23 03:24:47.868] ,24.4,47
[2021-12-23 03:24:49.894] ,24.4,47
[2021-12-23 03:24:51.914] ,24.4,47
[2021-12-23 03:24:53.938] ,24.4,47
[2021-12-23 03:24:55.972] ,24.4,47
[2021-12-23 03:24:58.009] ,24.4,47
[2021-12-23 03:25:00.036] ,24.4,47
[2021-12-23 03:25:02.054] ,24.4,47
[2021-12-23 03:25:04.093] ,24.4,47
[2021-12-23 03:25:06.118] ,24.4,47
[2021-12-23 03:25:08.141] ,24.4,47
[2021-12-23 03:25:10.177] ,24.4,47
[2021-12-23 03:25:12.199] ,24.4,47
[2021-12-23 03:25:14.226] ,24.4,47
[2021-12-23 03:25:16.260] ,24.4,47
[2021-12-23 03:25:18.278] ,24.4,47
[2021-12-23 03:25:20.310] ,24.4,47
[2021-12-23 03:25:22.333] ,24.4,47
[2021-12-23 03:25:24.366] ,24.4,47
[2021-12-23 03:25:26.390] ,24.4,47
[2021-12-23 03:25:28.415] ,24.4,47
[2021-12-23 03:25:30.441] ,24.4,47
[2021-12-23 03:25:32.466] ,24.4,47
[2021-12-23 03:25:34.505] ,24.4,47
[2021-12-23 03:25:36.526] ,24.4,47
[2021-12-23 03:25:38.555] ,24.4,47
[2021-12-23 03:25:40.590] ,24.4,47
[2021-12-23 03:25:42.611] ,24.4,47
[2021-12-23 03:25:44.647] ,24.4,47
[2021-12-23 03:25:46.673] ,24.4,47
[2021-12-23 03:25:48.701] ,24.4,47
[2021-12-23 03:25:50.721] ,24.4,47
[2021-12-23 03:25:52.761] ,24.4,47
[2021-12-23 03:25:54.787] ,24.4,47
[2021-12-23 03:25:56.808] ,24.4,47
[2021-12-23 03:25:58.844] ,24.4,47
[2021-12-23 03:26:00.858] ,24.4,47
[2021-12-23 03:26:02.899] ,24.4,47
[2021-12-23 03:26:04.925] ,24.4,47
[2021-12-23 03:26:06.945] ,24.4,47
[2021-12-23 03:26:08.973] ,24.4,47
[2021-12-23 03:26:11.006] ,24.4,47
[2021-12-23 03:26:13.031] ,24.4,47
[2021-12-23 03:26:15.068] ,24.4,47
[2021-12-23 03:26:17.086] ,24.4,47
[2021-12-23 03:26:19.123] ,24.4,47
[2021-12-23 03:26:21.148] ,24.4,47
[2021-12-23 03:26:23.172] ,24.4,47
[2021-12-23 03:26:25.207] ,24.4,47
[2021-12-23 03:26:27.233] ,24.4,47
[2021-12-23 03:26:29.252] ,24.4,47
[2021-12-23 03:26:31.278] ,24.4,47
[2021-12-23 03:26:33.304] ,24.4,47
[2021-12-23 03:26:35.338] ,24.4,47
[2021-12-23 03:26:37.359] ,24.4,47
[2021-12-23 03:26:39.394] ,24.4,47
