Date & Time, Temprature *C, Humidity %
[2021-12-23 06:34:58.415] ,23.5,52
[2021-12-23 06:35:00.451] ,23.5,52
[2021-12-23 06:35:02.476] ,23.5,52
[2021-12-23 06:35:04.512] ,23.5,52
[2021-12-23 06:35:06.530] ,23.5,52
[2021-12-23 06:35:08.565] ,23.5,52
[2021-12-23 06:35:10.594] ,23.5,52
[2021-12-23 06:35:12.615] ,23.5,52
[2021-12-23 06:35:14.651] ,23.5,52
[2021-12-23 06:35:16.672] ,23.5,52
[2021-12-23 06:35:18.706] ,23.5,52
[2021-12-23 06:35:20.732] ,23.5,52
[2021-12-23 06:35:22.752] ,23.5,52
[2021-12-23 06:35:24.785] ,23.5,52
[2021-12-23 06:35:26.808] ,23.5,52
[2021-12-23 06:35:28.840] ,23.5,52
[2021-12-23 06:35:30.865] ,23.5,52
[2021-12-23 06:35:32.896] ,23.5,52
[2021-12-23 06:35:34.930] ,23.5,52
[2021-12-23 06:35:36.957] ,23.5,52
[2021-12-23 06:35:38.984] ,23.5,52
[2021-12-23 06:35:41.004] ,23.5,52
[2021-12-23 06:35:43.039] ,23.5,52
[2021-12-23 06:35:45.059] ,23.5,52
[2021-12-23 06:35:47.085] ,23.5,52
[2021-12-23 06:35:49.119] ,23.5,52
[2021-12-23 06:35:51.143] ,23.5,52
[2021-12-23 06:35:53.178] ,23.5,52
[2021-12-23 06:35:55.196] ,23.5,52
[2021-12-23 06:35:57.221] ,23.5,52
[2021-12-23 06:35:59.258] ,23.5,52
[2021-12-23 06:36:01.280] ,23.5,52
[2021-12-23 06:36:03.313] ,23.5,52
[2021-12-23 06:36:05.342] ,23.5,52
[2021-12-23 06:36:07.368] ,23.5,52
[2021-12-23 06:36:09.393] ,23.5,52
[2021-12-23 06:36:11.419] ,23.5,52
[2021-12-23 06:36:13.453] ,23.5,52
[2021-12-23 06:36:15.486] ,23.5,52
[2021-12-23 06:36:17.506] ,23.5,52
[2021-12-23 06:36:19.532] ,23.5,52
[2021-12-23 06:36:21.567] ,23.5,52
[2021-12-23 06:36:23.585] ,23.5,52
[2021-12-23 06:36:25.621] ,23.5,52
[2021-12-23 06:36:27.648] ,23.5,52
[2021-12-23 06:36:29.668] ,23.5,52
[2021-12-23 06:36:31.702] ,23.5,52
[2021-12-23 06:36:33.737] ,23.5,52
[2021-12-23 06:36:35.751] ,23.5,52
[2021-12-23 06:36:37.785] ,23.5,52
[2021-12-23 06:36:39.805] ,23.5,52
[2021-12-23 06:36:41.846] ,23.5,52
[2021-12-23 06:36:43.865] ,23.5,52
[2021-12-23 06:36:45.900] ,23.5,52
[2021-12-23 06:36:47.919] ,23.5,52
[2021-12-23 06:36:49.946] ,23.5,52
[2021-12-23 06:36:51.983] ,23.5,52
[2021-12-23 06:36:54.003] ,23.5,52
[2021-12-23 06:36:56.027] ,23.5,52
[2021-12-23 06:36:58.062] ,23.5,52
[2021-12-23 06:37:00.084] ,23.5,52
[2021-12-23 06:37:02.118] ,23.5,52
[2021-12-23 06:37:04.145] ,23.5,52
[2021-12-23 06:37:06.165] ,23.5,52
[2021-12-23 06:37:08.201] ,23.5,52
[2021-12-23 06:37:10.227] ,23.5,52
[2021-12-23 06:37:12.265] ,23.5,52
[2021-12-23 06:37:14.290] ,23.5,52
[2021-12-23 06:37:16.310] ,23.5,52
[2021-12-23 06:37:18.344] ,23.5,52
[2021-12-23 06:37:20.363] ,23.5,52
[2021-12-23 06:37:22.399] ,23.5,52
[2021-12-23 06:37:24.424] ,23.5,52
[2021-12-23 06:37:26.449] ,23.5,52
[2021-12-23 06:37:28.473] ,23.5,52
[2021-12-23 06:37:30.514] ,23.5,52
[2021-12-23 06:37:32.533] ,23.5,52
[2021-12-23 06:37:34.569] ,23.5,52
[2021-12-23 06:37:36.589] ,23.5,52
[2021-12-23 06:37:38.622] ,23.5,52
[2021-12-23 06:37:40.647] ,23.5,52
[2021-12-23 06:37:42.668] ,23.5,52
[2021-12-23 06:37:44.704] ,23.5,52
[2021-12-23 06:37:46.724] ,23.5,52
[2021-12-23 06:37:48.749] ,23.5,52
[2021-12-23 06:37:50.785] ,23.5,52
[2021-12-23 06:37:52.811] ,23.5,52
[2021-12-23 06:37:54.845] ,23.5,52
[2021-12-23 06:37:56.865] ,23.5,52
[2021-12-23 06:37:58.890] ,23.5,52
[2021-12-23 06:38:00.926] ,23.5,52
[2021-12-23 06:38:02.960] ,23.5,52
[2021-12-23 06:38:04.980] ,23.5,52
[2021-12-23 06:38:07.006] ,23.5,52
[2021-12-23 06:38:09.042] ,23.5,52
[2021-12-23 06:38:11.061] ,23.5,52
[2021-12-23 06:38:13.097] ,23.5,52
[2021-12-23 06:38:15.122] ,23.5,52
[2021-12-23 06:38:17.145] ,23.5,52
[2021-12-23 06:38:19.170] ,23.5,52
[2021-12-23 06:38:21.206] ,23.5,52
[2021-12-23 06:38:23.225] ,23.5,52
[2021-12-23 06:38:25.259] ,23.5,52
[2021-12-23 06:38:27.286] ,23.5,52
[2021-12-23 06:38:29.312] ,23.5,52
[2021-12-23 06:38:31.336] ,23.5,52
[2021-12-23 06:38:33.371] ,23.5,52
[2021-12-23 06:38:35.391] ,23.5,52
[2021-12-23 06:38:37.426] ,23.5,52
[2021-12-23 06:38:39.452] ,23.5,52
[2021-12-23 06:38:41.474] ,23.5,52
[2021-12-23 06:38:43.508] ,23.5,52
[2021-12-23 06:38:45.541] ,23.5,52
[2021-12-23 06:38:47.564] ,23.5,52
[2021-12-23 06:38:49.591] ,23.5,52
[2021-12-23 06:38:51.623] ,23.5,52
[2021-12-23 06:38:53.640] ,23.5,52
[2021-12-23 06:38:55.681] ,23.5,52
[2021-12-23 06:38:57.701] ,23.5,52
[2021-12-23 06:38:59.737] ,23.5,52
[2021-12-23 06:39:01.758] ,23.5,52
[2021-12-23 06:39:03.793] ,23.5,52
[2021-12-23 06:39:05.820] ,23.6,52
[2021-12-23 06:39:07.840] ,23.5,52
[2021-12-23 06:39:09.875] ,23.5,52
[2021-12-23 06:39:11.894] ,23.5,52
[2021-12-23 06:39:13.920] ,23.5,52
[2021-12-23 06:39:15.947] ,23.5,52
[2021-12-23 06:39:17.983] ,23.5,52
[2021-12-23 06:39:20.008] ,23.5,52
[2021-12-23 06:39:22.029] ,23.5,52
[2021-12-23 06:39:24.069] ,23.5,52
[2021-12-23 06:39:26.092] ,23.6,52
[2021-12-23 06:39:28.122] ,23.5,52
[2021-12-23 06:39:30.143] ,23.5,52
[2021-12-23 06:39:32.176] ,23.6,52
[2021-12-23 06:39:34.204] ,23.6,52
[2021-12-23 06:39:36.235] ,23.6,52
[2021-12-23 06:39:38.255] ,23.6,52
[2021-12-23 06:39:40.291] ,23.5,52
[2021-12-23 06:39:42.312] ,23.5,52
[2021-12-23 06:39:44.336] ,23.5,52
[2021-12-23 06:39:46.376] ,23.5,52
[2021-12-23 06:39:48.394] ,23.5,52
[2021-12-23 06:39:50.431] ,23.6,52
[2021-12-23 06:39:52.449] ,23.5,52
[2021-12-23 06:39:54.488] ,23.6,52
[2021-12-23 06:39:56.511] ,23.6,52
[2021-12-23 06:39:58.540] ,23.6,52
[2021-12-23 06:40:00.569] ,23.6,52
[2021-12-23 06:40:02.589] ,23.6,52
[2021-12-23 06:40:04.623] ,23.6,52
[2021-12-23 06:40:06.641] ,23.6,52
[2021-12-23 06:40:08.677] ,23.6,52
[2021-12-23 06:40:10.701] ,23.6,52
[2021-12-23 06:40:12.736] ,23.6,52
[2021-12-23 06:40:14.763] ,23.6,52
[2021-12-23 06:40:16.782] ,23.6,52
[2021-12-23 06:40:18.816] ,23.6,52
[2021-12-23 06:40:20.843] ,23.6,52
[2021-12-23 06:40:22.861] ,23.6,52
[2021-12-23 06:40:24.897] ,23.6,52
[2021-12-23 06:40:26.917] ,23.6,52
[2021-12-23 06:40:28.958] ,23.6,52
[2021-12-23 06:40:30.983] ,23.6,52
[2021-12-23 06:40:33.017] ,23.5,52
[2021-12-23 06:40:35.042] ,23.5,52
[2021-12-23 06:40:37.061] ,23.5,52
[2021-12-23 06:40:39.095] ,23.5,52
[2021-12-23 06:40:41.121] ,23.6,52
[2021-12-23 06:40:43.156] ,23.6,52
[2021-12-23 06:40:45.175] ,23.5,52
[2021-12-23 06:40:47.196] ,23.5,52
[2021-12-23 06:40:49.235] ,23.6,52
[2021-12-23 06:40:51.261] ,23.5,52
[2021-12-23 06:40:53.281] ,23.6,52
[2021-12-23 06:40:55.316] ,23.6,52
[2021-12-23 06:40:57.336] ,23.6,52
[2021-12-23 06:40:59.371] ,23.6,52
[2021-12-23 06:41:01.402] ,23.6,52
[2021-12-23 06:41:03.420] ,23.5,52
[2021-12-23 06:41:05.457] ,23.5,52
[2021-12-23 06:41:07.477] ,23.6,52
[2021-12-23 06:41:09.512] ,23.6,52
[2021-12-23 06:41:11.541] ,23.6,52
[2021-12-23 06:41:13.561] ,23.6,52
[2021-12-23 06:41:15.597] ,23.6,52
[2021-12-23 06:41:17.623] ,23.6,52
[2021-12-23 06:41:19.651] ,23.6,52
[2021-12-23 06:41:21.676] ,23.6,52
[2021-12-23 06:41:23.704] ,23.6,52
[2021-12-23 06:41:25.725] ,23.5,52
[2021-12-23 06:41:27.764] ,23.6,52
[2021-12-23 06:41:29.788] ,23.6,52
[2021-12-23 06:41:31.822] ,23.5,52
[2021-12-23 06:41:33.842] ,23.6,52
[2021-12-23 06:41:35.868] ,23.6,52
[2021-12-23 06:41:37.904] ,23.6,52
[2021-12-23 06:41:39.922] ,23.6,52
[2021-12-23 06:41:41.957] ,23.6,52
[2021-12-23 06:41:43.981] ,23.6,52
[2021-12-23 06:41:46.016] ,23.6,52
[2021-12-23 06:41:48.036] ,23.6,52
[2021-12-23 06:41:50.064] ,23.6,52
[2021-12-23 06:41:52.097] ,23.6,52
[2021-12-23 06:41:54.123] ,23.6,51
[2021-12-23 06:41:56.156] ,23.6,52
[2021-12-23 06:41:58.174] ,23.6,51
[2021-12-23 06:42:00.210] ,23.6,52
[2021-12-23 06:42:02.233] ,23.6,51
[2021-12-23 06:42:04.267] ,23.6,51
[2021-12-23 06:42:06.290] ,23.6,51
[2021-12-23 06:42:08.324] ,23.6,51
[2021-12-23 06:42:10.342] ,23.6,52
[2021-12-23 06:42:12.367] ,23.6,51
[2021-12-23 06:42:14.400] ,23.6,51
[2021-12-23 06:42:16.421] ,23.6,51
[2021-12-23 06:42:18.455] ,23.6,51
[2021-12-23 06:42:20.481] ,23.6,51
[2021-12-23 06:42:22.505] ,23.6,51
[2021-12-23 06:42:24.539] ,23.6,51
[2021-12-23 06:42:26.558] ,23.6,51
[2021-12-23 06:42:28.595] ,23.6,51
[2021-12-23 06:42:30.622] ,23.6,51
[2021-12-23 06:42:32.656] ,23.6,51
[2021-12-23 06:42:34.676] ,23.6,51
[2021-12-23 06:42:36.715] ,23.6,51
[2021-12-23 06:42:38.735] ,23.6,51
[2021-12-23 06:42:40.759] ,23.6,52
[2021-12-23 06:42:42.784] ,23.6,51
[2021-12-23 06:42:44.820] ,23.6,51
[2021-12-23 06:42:46.839] ,23.6,51
[2021-12-23 06:42:48.875] ,23.6,51
[2021-12-23 06:42:50.900] ,23.6,52
[2021-12-23 06:42:52.936] ,23.6,51
[2021-12-23 06:42:54.956] ,23.6,51
[2021-12-23 06:42:56.977] ,23.6,51
[2021-12-23 06:42:59.018] ,23.7,51
[2021-12-23 06:43:01.039] ,23.6,51
[2021-12-23 06:43:03.072] ,23.6,51
[2021-12-23 06:43:05.093] ,23.6,51
[2021-12-23 06:43:07.128] ,23.6,51
[2021-12-23 06:43:09.155] ,23.7,51
[2021-12-23 06:43:11.183] ,23.7,51
[2021-12-23 06:43:13.202] ,23.6,51
[2021-12-23 06:43:15.238] ,23.7,52
[2021-12-23 06:43:17.272] ,23.7,51
[2021-12-23 06:43:19.298] ,23.6,51
[2021-12-23 06:43:21.322] ,23.6,51
[2021-12-23 06:43:23.342] ,23.7,51
[2021-12-23 06:43:25.379] ,23.6,51
[2021-12-23 06:43:27.398] ,23.6,51
[2021-12-23 06:43:29.434] ,23.6,51
[2021-12-23 06:43:31.460] ,23.7,52
[2021-12-23 06:43:33.481] ,23.6,51
[2021-12-23 06:43:35.516] ,23.6,51
[2021-12-23 06:43:37.536] ,23.6,51
[2021-12-23 06:43:39.563] ,23.6,51
[2021-12-23 06:43:41.597] ,23.6,52
[2021-12-23 06:43:43.619] ,23.6,51
[2021-12-23 06:43:45.654] ,23.6,51
[2021-12-23 06:43:47.672] ,23.7,51
[2021-12-23 06:43:49.709] ,23.6,51
[2021-12-23 06:43:51.734] ,23.6,51
[2021-12-23 06:43:53.770] ,23.6,51
[2021-12-23 06:43:55.792] ,23.7,51
[2021-12-23 06:43:57.827] ,23.6,51
[2021-12-23 06:43:59.853] ,23.7,51
[2021-12-23 06:44:01.871] ,23.7,51
[2021-12-23 06:44:03.905] ,23.7,52
[2021-12-23 06:44:05.924] ,23.6,51
[2021-12-23 06:44:07.966] ,23.7,51
[2021-12-23 06:44:09.989] ,23.7,51
[2021-12-23 06:44:12.007] ,23.6,51
[2021-12-23 06:44:14.041] ,23.7,51
[2021-12-23 06:44:16.077] ,23.7,51
[2021-12-23 06:44:18.104] ,23.6,51
[2021-12-23 06:44:20.121] ,23.6,51
[2021-12-23 06:44:22.156] ,23.6,51
[2021-12-23 06:44:24.191] ,23.6,51
[2021-12-23 06:44:26.215] ,23.6,51
[2021-12-23 06:44:28.244] ,23.6,51
[2021-12-23 06:44:30.262] ,23.7,51
[2021-12-23 06:44:32.302] ,23.6,51
[2021-12-23 06:44:34.323] ,23.7,51
[2021-12-23 06:44:36.344] ,23.7,51
[2021-12-23 06:44:38.382] ,23.6,51
[2021-12-23 06:44:40.407] ,23.7,51
[2021-12-23 06:44:42.425] ,23.7,51
[2021-12-23 06:44:44.460] ,23.7,51
[2021-12-23 06:44:46.487] ,23.7,51
[2021-12-23 06:44:48.511] ,23.7,51
[2021-12-23 06:44:50.546] ,23.6,51
[2021-12-23 06:44:52.566] ,23.7,51
[2021-12-23 06:44:54.600] ,23.7,51
[2021-12-23 06:44:56.629] ,23.6,51
[2021-12-23 06:44:58.652] ,23.6,51
[2021-12-23 06:45:00.686] ,23.6,51
[2021-12-23 06:45:02.721] ,23.6,51
[2021-12-23 06:45:04.744] ,23.6,51
[2021-12-23 06:45:06.765] ,23.7,51
[2021-12-23 06:45:08.790] ,23.6,51
[2021-12-23 06:45:10.826] ,23.7,51
[2021-12-23 06:45:12.858] ,23.6,51
[2021-12-23 06:45:14.885] ,23.7,51
[2021-12-23 06:45:16.912] ,23.7,51
[2021-12-23 06:45:18.937] ,23.6,51
[2021-12-23 06:45:20.958] ,23.6,51
[2021-12-23 06:45:22.992] ,23.7,51
[2021-12-23 06:45:25.013] ,23.7,51
[2021-12-23 06:45:27.038] ,23.6,51
[2021-12-23 06:45:29.080] ,23.7,51
[2021-12-23 06:45:31.101] ,23.6,51
[2021-12-23 06:45:33.135] ,23.6,51
[2021-12-23 06:45:35.158] ,23.7,51
[2021-12-23 06:45:37.184] ,23.6,51
[2021-12-23 06:45:39.219] ,23.6,51
[2021-12-23 06:45:41.238] ,23.6,51
[2021-12-23 06:45:43.274] ,23.7,51
[2021-12-23 06:45:45.298] ,23.6,51
[2021-12-23 06:45:47.318] ,23.7,51
[2021-12-23 06:45:49.351] ,23.6,51
[2021-12-23 06:45:51.386] ,23.6,51
[2021-12-23 06:45:53.412] ,23.6,51
[2021-12-23 06:45:55.430] ,23.7,51
[2021-12-23 06:45:57.466] ,23.6,51
[2021-12-23 06:45:59.485] ,23.6,51
[2021-12-23 06:46:01.521] ,23.6,51
[2021-12-23 06:46:03.544] ,23.6,51
[2021-12-23 06:46:05.570] ,23.6,51
[2021-12-23 06:46:07.604] ,23.6,51
[2021-12-23 06:46:09.639] ,23.7,51
[2021-12-23 06:46:11.665] ,23.6,51
[2021-12-23 06:46:13.683] ,23.6,51
[2021-12-23 06:46:15.721] ,23.7,51
[2021-12-23 06:46:17.745] ,23.6,51
[2021-12-23 06:46:19.766] ,23.7,51
[2021-12-23 06:46:21.799] ,23.7,51
[2021-12-23 06:46:23.825] ,23.7,51
[2021-12-23 06:46:25.859] ,23.7,51
[2021-12-23 06:46:27.884] ,23.7,51
[2021-12-23 06:46:29.918] ,23.7,51
[2021-12-23 06:46:31.939] ,23.7,51
[2021-12-23 06:46:33.965] ,23.7,51
[2021-12-23 06:46:35.998] ,23.7,51
[2021-12-23 06:46:38.025] ,23.7,51
[2021-12-23 06:46:40.045] ,23.7,51
[2021-12-23 06:46:42.080] ,23.6,51
[2021-12-23 06:46:44.114] ,23.7,51
[2021-12-23 06:46:46.142] ,23.7,51
[2021-12-23 06:46:48.161] ,23.7,51
[2021-12-23 06:46:50.195] ,23.7,51
[2021-12-23 06:46:52.219] ,23.7,51
[2021-12-23 06:46:54.238] ,23.6,51
[2021-12-23 06:46:56.272] ,23.7,51
[2021-12-23 06:46:58.297] ,23.7,51
[2021-12-23 06:47:00.335] ,23.7,51
[2021-12-23 06:47:02.354] ,23.7,51
[2021-12-23 06:47:04.379] ,23.7,51
[2021-12-23 06:47:06.415] ,23.7,51
[2021-12-23 06:47:08.447] ,23.7,52
[2021-12-23 06:47:10.478] ,23.7,51
[2021-12-23 06:47:12.502] ,23.7,51
[2021-12-23 06:47:14.520] ,23.7,51
[2021-12-23 06:47:16.555] ,23.7,51
[2021-12-23 06:47:18.574] ,23.7,51
[2021-12-23 06:47:20.607] ,23.7,51
[2021-12-23 06:47:22.642] ,23.7,51
[2021-12-23 06:47:24.664] ,23.7,51
[2021-12-23 06:47:26.699] ,23.7,51
[2021-12-23 06:47:28.727] ,23.7,51
[2021-12-23 06:47:30.747] ,23.7,51
[2021-12-23 06:47:32.767] ,23.7,51
[2021-12-23 06:47:34.809] ,23.7,51
[2021-12-23 06:47:36.833] ,23.7,51
[2021-12-23 06:47:38.867] ,23.7,51
[2021-12-23 06:47:40.887] ,23.7,51
[2021-12-23 06:47:42.920] ,23.7,51
[2021-12-23 06:47:44.945] ,23.7,51
[2021-12-23 06:47:46.965] ,23.7,51
[2021-12-23 06:47:49.007] ,23.7,51
[2021-12-23 06:47:51.032] ,23.7,51
[2021-12-23 06:47:53.060] ,23.7,51
[2021-12-23 06:47:55.085] ,23.7,51
[2021-12-23 06:47:57.105] ,23.7,51
[2021-12-23 06:47:59.138] ,23.7,51
[2021-12-23 06:48:01.169] ,23.7,51
[2021-12-23 06:48:03.202] ,23.7,51
[2021-12-23 06:48:05.220] ,23.7,51
[2021-12-23 06:48:07.247] ,23.7,51
[2021-12-23 06:48:09.274] ,23.7,51
[2021-12-23 06:48:11.316] ,23.7,51
[2021-12-23 06:48:13.336] ,23.7,51
[2021-12-23 06:48:15.364] ,23.7,51
[2021-12-23 06:48:17.391] ,23.7,51
[2021-12-23 06:48:19.412] ,23.7,51
[2021-12-23 06:48:21.452] ,23.7,51
[2021-12-23 06:48:23.472] ,23.7,51
[2021-12-23 06:48:25.497] ,23.7,51
[2021-12-23 06:48:27.521] ,23.7,51
[2021-12-23 06:48:29.557] ,23.7,51
[2021-12-23 06:48:31.592] ,23.7,51
[2021-12-23 06:48:33.609] ,23.7,51
[2021-12-23 06:48:35.650] ,23.7,51
[2021-12-23 06:48:37.674] ,23.7,51
[2021-12-23 06:48:39.692] ,23.7,51
[2021-12-23 06:48:41.733] ,23.7,51
[2021-12-23 06:48:43.759] ,23.7,51
[2021-12-23 06:48:45.778] ,23.7,51
[2021-12-23 06:48:47.814] ,23.7,51
[2021-12-23 06:48:49.831] ,23.7,51
[2021-12-23 06:48:51.862] ,23.7,51
[2021-12-23 06:48:53.886] ,23.7,51
[2021-12-23 06:48:55.922] ,23.7,51
[2021-12-23 06:48:57.941] ,23.7,51
[2021-12-23 06:48:59.977] ,23.7,51
[2021-12-23 06:49:02.002] ,23.7,51
[2021-12-23 06:49:04.038] ,23.7,51
[2021-12-23 06:49:06.063] ,23.7,51
[2021-12-23 06:49:08.082] ,23.7,51
[2021-12-23 06:49:10.124] ,23.7,51
[2021-12-23 06:49:12.146] ,23.7,51
[2021-12-23 06:49:14.172] ,23.7,51
[2021-12-23 06:49:16.203] ,23.7,51
[2021-12-23 06:49:18.228] ,23.7,51
[2021-12-23 06:49:20.248] ,23.7,51
[2021-12-23 06:49:22.284] ,23.7,51
[2021-12-23 06:49:24.305] ,23.7,51
[2021-12-23 06:49:26.345] ,23.7,51
[2021-12-23 06:49:28.371] ,23.7,51
[2021-12-23 06:49:30.391] ,23.7,51
[2021-12-23 06:49:32.426] ,23.7,51
[2021-12-23 06:49:34.447] ,23.7,51
[2021-12-23 06:49:36.488] ,23.7,51
[2021-12-23 06:49:38.506] ,23.7,51
[2021-12-23 06:49:40.541] ,23.7,51
[2021-12-23 06:49:42.560] ,23.7,51
[2021-12-23 06:49:44.584] ,23.7,51
[2021-12-23 06:49:46.612] ,23.7,51
[2021-12-23 06:49:48.653] ,23.7,51
[2021-12-23 06:49:50.675] ,23.7,51
[2021-12-23 06:49:52.695] ,23.7,51
[2021-12-23 06:49:54.729] ,23.7,51
[2021-12-23 06:49:56.763] ,23.7,51
[2021-12-23 06:49:58.789] ,23.7,51
[2021-12-23 06:50:00.811] ,23.7,51
[2021-12-23 06:50:02.845] ,23.7,51
[2021-12-23 06:50:04.878] ,23.7,51
[2021-12-23 06:50:06.902] ,23.7,51
[2021-12-23 06:50:08.922] ,23.7,51
[2021-12-23 06:50:10.955] ,23.7,51
[2021-12-23 06:50:12.975] ,23.7,51
[2021-12-23 06:50:15.002] ,23.7,51
[2021-12-23 06:50:17.038] ,23.7,51
[2021-12-23 06:50:19.059] ,23.7,51
[2021-12-23 06:50:21.097] ,23.7,51
[2021-12-23 06:50:23.127] ,23.7,51
[2021-12-23 06:50:25.146] ,23.7,51
[2021-12-23 06:50:27.180] ,23.7,51
[2021-12-23 06:50:29.208] ,23.7,51
[2021-12-23 06:50:31.235] ,23.7,51
[2021-12-23 06:50:33.270] ,23.7,51
[2021-12-23 06:50:35.290] ,23.7,51
[2021-12-23 06:50:37.311] ,23.7,51
[2021-12-23 06:50:39.351] ,23.7,51
[2021-12-23 06:50:41.372] ,23.7,51
[2021-12-23 06:50:43.407] ,23.7,51
[2021-12-23 06:50:45.426] ,23.7,51
[2021-12-23 06:50:47.458] ,23.7,51
[2021-12-23 06:50:49.483] ,23.7,51
[2021-12-23 06:50:51.521] ,23.7,51
[2021-12-23 06:50:53.549] ,23.7,51
[2021-12-23 06:50:55.571] ,23.7,51
[2021-12-23 06:50:57.590] ,23.7,51
[2021-12-23 06:50:59.621] ,23.7,51
[2021-12-23 06:51:01.657] ,23.7,51
[2021-12-23 06:51:03.684] ,23.7,51
[2021-12-23 06:51:05.705] ,23.7,51
[2021-12-23 06:51:07.740] ,23.7,51
[2021-12-23 06:51:09.759] ,23.7,51
[2021-12-23 06:51:11.796] ,23.7,51
[2021-12-23 06:51:13.826] ,23.7,51
[2021-12-23 06:51:15.839] ,23.7,51
[2021-12-23 06:51:17.873] ,23.7,51
[2021-12-23 06:51:19.908] ,23.7,51
[2021-12-23 06:51:21.932] ,23.7,51
[2021-12-23 06:51:23.967] ,23.7,51
[2021-12-23 06:51:25.982] ,23.7,51
[2021-12-23 06:51:28.018] ,23.7,51
[2021-12-23 06:51:30.039] ,23.7,51
[2021-12-23 06:51:32.068] ,23.7,51
[2021-12-23 06:51:34.105] ,23.7,51
[2021-12-23 06:51:36.120] ,23.7,51
[2021-12-23 06:51:38.150] ,23.7,51
[2021-12-23 06:51:40.184] ,23.7,51
[2021-12-23 06:51:42.209] ,23.7,51
[2021-12-23 06:51:44.243] ,23.7,51
[2021-12-23 06:51:46.270] ,23.7,51
[2021-12-23 06:51:48.290] ,23.7,51
[2021-12-23 06:51:50.324] ,23.7,51
[2021-12-23 06:51:52.359] ,23.7,51
[2021-12-23 06:51:54.383] ,23.7,51
[2021-12-23 06:51:56.404] ,23.7,51
[2021-12-23 06:51:58.438] ,23.7,51
[2021-12-23 06:52:00.460] ,23.7,51
[2021-12-23 06:52:02.492] ,23.7,51
[2021-12-23 06:52:04.517] ,23.7,51
[2021-12-23 06:52:06.547] ,23.7,51
[2021-12-23 06:52:08.568] ,23.7,51
[2021-12-23 06:52:10.603] ,23.7,51
[2021-12-23 06:52:12.621] ,23.7,51
[2021-12-23 06:52:14.658] ,23.7,51
[2021-12-23 06:52:16.683] ,23.7,51
[2021-12-23 06:52:18.708] ,23.7,51
[2021-12-23 06:52:20.744] ,23.7,51
[2021-12-23 06:52:22.777] ,23.7,51
[2021-12-23 06:52:24.802] ,23.7,51
[2021-12-23 06:52:26.820] ,23.7,51
[2021-12-23 06:52:28.854] ,23.7,51
[2021-12-23 06:52:30.883] ,23.7,51
[2021-12-23 06:52:32.905] ,23.7,51
[2021-12-23 06:52:34.929] ,23.7,51
[2021-12-23 06:52:36.963] ,23.7,51
[2021-12-23 06:52:38.999] ,23.7,51
[2021-12-23 06:52:41.020] ,23.7,51
[2021-12-23 06:52:43.047] ,23.7,51
[2021-12-23 06:52:45.081] ,23.7,51
[2021-12-23 06:52:47.100] ,23.7,51
[2021-12-23 06:52:49.135] ,23.7,51
[2021-12-23 06:52:51.161] ,23.7,51
[2021-12-23 06:52:53.196] ,23.7,51
[2021-12-23 06:52:55.216] ,23.7,51
[2021-12-23 06:52:57.250] ,23.7,51
[2021-12-23 06:52:59.275] ,23.7,51
[2021-12-23 06:53:01.294] ,23.7,51
[2021-12-23 06:53:03.328] ,23.7,51
[2021-12-23 06:53:05.348] ,23.7,51
[2021-12-23 06:53:07.388] ,23.7,51
[2021-12-23 06:53:09.408] ,23.7,51
[2021-12-23 06:53:11.441] ,23.7,51
[2021-12-23 06:53:13.473] ,23.7,51
[2021-12-23 06:53:15.497] ,23.7,51
[2021-12-23 06:53:17.520] ,23.7,51
[2021-12-23 06:53:19.555] ,23.7,51
[2021-12-23 06:53:21.575] ,23.7,51
[2021-12-23 06:53:23.610] ,23.7,51
[2021-12-23 06:53:25.639] ,23.7,51
[2021-12-23 06:53:27.667] ,23.7,51
[2021-12-23 06:53:29.685] ,23.7,51
[2021-12-23 06:53:31.717] ,23.7,51
[2021-12-23 06:53:33.750] ,23.7,51
[2021-12-23 06:53:35.769] ,23.7,51
[2021-12-23 06:53:37.804] ,23.7,51
[2021-12-23 06:53:39.828] ,23.7,51
[2021-12-23 06:53:41.863] ,23.7,51
[2021-12-23 06:53:43.887] ,23.7,51
[2021-12-23 06:53:45.922] ,23.7,51
[2021-12-23 06:53:47.941] ,23.7,51
[2021-12-23 06:53:49.965] ,23.7,51
[2021-12-23 06:53:52.000] ,23.7,51
[2021-12-23 06:53:54.023] ,23.7,51
[2021-12-23 06:53:56.049] ,23.7,51
[2021-12-23 06:53:58.086] ,23.7,51
[2021-12-23 06:54:00.107] ,23.7,51
[2021-12-23 06:54:02.142] ,23.7,51
[2021-12-23 06:54:04.169] ,23.7,51
[2021-12-23 06:54:06.193] ,23.7,51
[2021-12-23 06:54:08.223] ,23.7,51
[2021-12-23 06:54:10.257] ,23.7,51
[2021-12-23 06:54:12.284] ,23.7,51
[2021-12-23 06:54:14.303] ,23.7,51
[2021-12-23 06:54:16.339] ,23.7,51
[2021-12-23 06:54:18.364] ,23.7,51
[2021-12-23 06:54:20.396] ,23.7,51
[2021-12-23 06:54:22.417] ,23.7,51
[2021-12-23 06:54:24.448] ,23.7,51
[2021-12-23 06:54:26.466] ,23.7,51
[2021-12-23 06:54:28.507] ,23.7,51
[2021-12-23 06:54:30.526] ,23.7,51
[2021-12-23 06:54:32.560] ,23.7,51
[2021-12-23 06:54:34.588] ,23.7,51
[2021-12-23 06:54:36.615] ,23.7,51
